Time,Name,CPU,Memory,NetIO,BlockIO
01:33:54,project6supersorter3400-web-1,19.60%,66.71MiB / 15.59GiB,299MB / 973MB,414kB / 0B
01:33:56,project6supersorter3400-web-1,26.29%,66.8MiB / 15.59GiB,301MB / 977MB,414kB / 0B
01:33:58,project6supersorter3400-web-1,14.87%,67.59MiB / 15.59GiB,301MB / 979MB,414kB / 0B
01:34:00,project6supersorter3400-web-1,27.59%,63.58MiB / 15.59GiB,303MB / 983MB,414kB / 0B
01:34:03,project6supersorter3400-web-1,12.29%,62.09MiB / 15.59GiB,303MB / 985MB,414kB / 0B
01:34:05,project6supersorter3400-web-1,23.75%,61.68MiB / 15.59GiB,304MB / 988MB,414kB / 0B
01:34:07,project6supersorter3400-web-1,26.71%,64.07MiB / 15.59GiB,306MB / 993MB,414kB / 0B
01:34:09,project6supersorter3400-web-1,18.26%,66.41MiB / 15.59GiB,307MB / 996MB,414kB / 0B
01:34:11,project6supersorter3400-web-1,25.26%,69.91MiB / 15.59GiB,308MB / 1GB,414kB / 0B
01:34:14,project6supersorter3400-web-1,29.44%,68.57MiB / 15.59GiB,309MB / 1GB,414kB / 0B
01:34:16,project6supersorter3400-web-1,16.27%,67.13MiB / 15.59GiB,310MB / 1.01GB,414kB / 0B
01:34:18,project6supersorter3400-web-1,32.08%,65.59MiB / 15.59GiB,312MB / 1.01GB,414kB / 0B
01:34:20,project6supersorter3400-web-1,28.58%,68.18MiB / 15.59GiB,313MB / 1.02GB,414kB / 0B
01:34:23,project6supersorter3400-web-1,30.48%,68.87MiB / 15.59GiB,315MB / 1.02GB,414kB / 0B
01:34:25,project6supersorter3400-web-1,23.48%,69.46MiB / 15.59GiB,316MB / 1.03GB,414kB / 0B
01:34:27,project6supersorter3400-web-1,25.18%,70.23MiB / 15.59GiB,318MB / 1.03GB,414kB / 0B
01:34:29,project6supersorter3400-web-1,22.43%,70.33MiB / 15.59GiB,319MB / 1.04GB,414kB / 0B
01:34:31,project6supersorter3400-web-1,22.72%,68.91MiB / 15.59GiB,320MB / 1.04GB,414kB / 0B
01:34:34,project6supersorter3400-web-1,30.47%,68.73MiB / 15.59GiB,321MB / 1.04GB,414kB / 0B
01:34:36,project6supersorter3400-web-1,23.54%,71.49MiB / 15.59GiB,323MB / 1.05GB,414kB / 0B
01:34:38,project6supersorter3400-web-1,29.36%,72.27MiB / 15.59GiB,324MB / 1.05GB,414kB / 0B
01:34:40,project6supersorter3400-web-1,14.45%,73.65MiB / 15.59GiB,325MB / 1.06GB,414kB / 0B
01:34:43,project6supersorter3400-web-1,14.16%,71.91MiB / 15.59GiB,326MB / 1.06GB,414kB / 0B
01:34:45,project6supersorter3400-web-1,27.66%,70.69MiB / 15.59GiB,327MB / 1.06GB,414kB / 0B
01:34:47,project6supersorter3400-web-1,28.85%,67.57MiB / 15.59GiB,329MB / 1.07GB,414kB / 0B
01:34:49,project6supersorter3400-web-1,28.47%,65.56MiB / 15.59GiB,330MB / 1.07GB,414kB / 0B
01:34:51,project6supersorter3400-web-1,30.23%,67.84MiB / 15.59GiB,331MB / 1.07GB,414kB / 0B
01:34:54,project6supersorter3400-web-1,26.97%,69.13MiB / 15.59GiB,333MB / 1.08GB,414kB / 0B
01:34:56,project6supersorter3400-web-1,37.31%,70.25MiB / 15.59GiB,334MB / 1.09GB,414kB / 0B
01:34:58,project6supersorter3400-web-1,31.92%,71MiB / 15.59GiB,336MB / 1.09GB,414kB / 0B
01:35:00,project6supersorter3400-web-1,23.01%,70.14MiB / 15.59GiB,337MB / 1.09GB,414kB / 0B
01:35:03,project6supersorter3400-web-1,24.35%,72.33MiB / 15.59GiB,338MB / 1.1GB,414kB / 0B
01:35:05,project6supersorter3400-web-1,16.60%,70.16MiB / 15.59GiB,339MB / 1.1GB,414kB / 0B
01:35:07,project6supersorter3400-web-1,19.55%,62.55MiB / 15.59GiB,340MB / 1.1GB,414kB / 0B
01:35:09,project6supersorter3400-web-1,35.56%,67.61MiB / 15.59GiB,342MB / 1.11GB,414kB / 0B
01:35:11,project6supersorter3400-web-1,21.40%,69.23MiB / 15.59GiB,343MB / 1.11GB,414kB / 0B
01:35:14,project6supersorter3400-web-1,26.67%,69.39MiB / 15.59GiB,344MB / 1.12GB,414kB / 0B
01:35:16,project6supersorter3400-web-1,20.26%,71.4MiB / 15.59GiB,346MB / 1.12GB,414kB / 0B
01:35:18,project6supersorter3400-web-1,23.31%,72.39MiB / 15.59GiB,347MB / 1.13GB,414kB / 0B
01:35:20,project6supersorter3400-web-1,14.52%,67.54MiB / 15.59GiB,348MB / 1.13GB,414kB / 0B
01:35:22,project6supersorter3400-web-1,31.80%,67.89MiB / 15.59GiB,349MB / 1.13GB,414kB / 0B
01:35:25,project6supersorter3400-web-1,15.48%,69.44MiB / 15.59GiB,351MB / 1.14GB,414kB / 0B
01:35:27,project6supersorter3400-web-1,30.30%,70.34MiB / 15.59GiB,352MB / 1.14GB,414kB / 0B
01:35:29,project6supersorter3400-web-1,19.16%,68.35MiB / 15.59GiB,354MB / 1.15GB,414kB / 0B
01:35:31,project6supersorter3400-web-1,35.32%,71.28MiB / 15.59GiB,355MB / 1.15GB,414kB / 0B
01:35:34,project6supersorter3400-web-1,20.61%,72.89MiB / 15.59GiB,356MB / 1.16GB,414kB / 0B
01:35:36,project6supersorter3400-web-1,21.86%,72.92MiB / 15.59GiB,357MB / 1.16GB,414kB / 0B
01:35:38,project6supersorter3400-web-1,24.00%,67.19MiB / 15.59GiB,358MB / 1.16GB,414kB / 0B
01:35:40,project6supersorter3400-web-1,28.55%,67.66MiB / 15.59GiB,360MB / 1.17GB,414kB / 0B
01:35:42,project6supersorter3400-web-1,22.84%,66.66MiB / 15.59GiB,361MB / 1.17GB,414kB / 0B
01:35:45,project6supersorter3400-web-1,18.92%,66.84MiB / 15.59GiB,362MB / 1.18GB,414kB / 0B
01:35:47,project6supersorter3400-web-1,29.60%,64.6MiB / 15.59GiB,364MB / 1.18GB,414kB / 0B
01:35:49,project6supersorter3400-web-1,27.01%,65.88MiB / 15.59GiB,365MB / 1.19GB,414kB / 0B
01:35:51,project6supersorter3400-web-1,26.29%,65.19MiB / 15.59GiB,367MB / 1.19GB,414kB / 0B
01:35:54,project6supersorter3400-web-1,13.16%,66.94MiB / 15.59GiB,368MB / 1.2GB,414kB / 0B
01:35:56,project6supersorter3400-web-1,10.83%,68.6MiB / 15.59GiB,369MB / 1.2GB,414kB / 0B
01:35:58,project6supersorter3400-web-1,13.36%,69.7MiB / 15.59GiB,370MB / 1.2GB,414kB / 0B
01:36:00,project6supersorter3400-web-1,17.15%,71.67MiB / 15.59GiB,371MB / 1.2GB,414kB / 0B
01:36:03,project6supersorter3400-web-1,26.58%,70.79MiB / 15.59GiB,372MB / 1.21GB,414kB / 0B
01:36:05,project6supersorter3400-web-1,25.77%,72.62MiB / 15.59GiB,374MB / 1.21GB,414kB / 0B
01:36:07,project6supersorter3400-web-1,31.13%,72.99MiB / 15.59GiB,375MB / 1.22GB,414kB / 0B
01:36:09,project6supersorter3400-web-1,28.41%,73.67MiB / 15.59GiB,376MB / 1.22GB,414kB / 0B
01:36:11,project6supersorter3400-web-1,14.50%,72.19MiB / 15.59GiB,377MB / 1.23GB,414kB / 0B
01:36:14,project6supersorter3400-web-1,13.49%,73.14MiB / 15.59GiB,378MB / 1.23GB,414kB / 0B
01:36:16,project6supersorter3400-web-1,22.47%,73.89MiB / 15.59GiB,380MB / 1.23GB,414kB / 0B
01:36:18,project6supersorter3400-web-1,25.23%,74.02MiB / 15.59GiB,381MB / 1.24GB,414kB / 0B
01:36:20,project6supersorter3400-web-1,14.33%,75.09MiB / 15.59GiB,382MB / 1.24GB,414kB / 0B
01:36:22,project6supersorter3400-web-1,28.98%,76.18MiB / 15.59GiB,384MB / 1.25GB,414kB / 0B
01:36:25,project6supersorter3400-web-1,20.29%,74.81MiB / 15.59GiB,385MB / 1.25GB,414kB / 0B
01:36:27,project6supersorter3400-web-1,23.54%,71.82MiB / 15.59GiB,386MB / 1.25GB,414kB / 0B
01:36:29,project6supersorter3400-web-1,16.79%,72.71MiB / 15.59GiB,387MB / 1.26GB,414kB / 0B
01:36:31,project6supersorter3400-web-1,14.06%,70.14MiB / 15.59GiB,388MB / 1.26GB,414kB / 0B
01:36:34,project6supersorter3400-web-1,18.63%,69.93MiB / 15.59GiB,389MB / 1.26GB,414kB / 0B
01:36:36,project6supersorter3400-web-1,25.96%,70.25MiB / 15.59GiB,390MB / 1.27GB,414kB / 0B
01:36:38,project6supersorter3400-web-1,24.78%,71.87MiB / 15.59GiB,392MB / 1.27GB,414kB / 0B
01:36:40,project6supersorter3400-web-1,20.20%,72.46MiB / 15.59GiB,393MB / 1.27GB,414kB / 0B
01:36:42,project6supersorter3400-web-1,23.27%,71.77MiB / 15.59GiB,394MB / 1.28GB,414kB / 0B
01:36:45,project6supersorter3400-web-1,11.51%,72.63MiB / 15.59GiB,395MB / 1.28GB,414kB / 0B
01:36:47,project6supersorter3400-web-1,23.72%,74.07MiB / 15.59GiB,396MB / 1.28GB,414kB / 0B
01:36:49,project6supersorter3400-web-1,24.88%,73.88MiB / 15.59GiB,397MB / 1.29GB,414kB / 0B
01:36:51,project6supersorter3400-web-1,23.49%,72MiB / 15.59GiB,398MB / 1.29GB,414kB / 0B
01:36:54,project6supersorter3400-web-1,22.79%,72.06MiB / 15.59GiB,399MB / 1.3GB,414kB / 0B
01:36:56,project6supersorter3400-web-1,19.19%,72.8MiB / 15.59GiB,400MB / 1.3GB,414kB / 0B
01:36:58,project6supersorter3400-web-1,29.37%,70.32MiB / 15.59GiB,402MB / 1.3GB,414kB / 0B
01:37:00,project6supersorter3400-web-1,26.13%,69.95MiB / 15.59GiB,403MB / 1.31GB,414kB / 0B
01:37:02,project6supersorter3400-web-1,22.10%,67.32MiB / 15.59GiB,404MB / 1.31GB,414kB / 0B
01:37:05,project6supersorter3400-web-1,19.59%,67.99MiB / 15.59GiB,405MB / 1.31GB,414kB / 0B
01:37:07,project6supersorter3400-web-1,25.58%,69.17MiB / 15.59GiB,406MB / 1.32GB,414kB / 0B
01:37:09,project6supersorter3400-web-1,19.47%,69.44MiB / 15.59GiB,407MB / 1.32GB,414kB / 0B
01:37:11,project6supersorter3400-web-1,27.33%,68.7MiB / 15.59GiB,409MB / 1.33GB,414kB / 0B
01:37:14,project6supersorter3400-web-1,21.17%,70.78MiB / 15.59GiB,410MB / 1.33GB,414kB / 0B
01:37:16,project6supersorter3400-web-1,30.61%,72.7MiB / 15.59GiB,412MB / 1.34GB,414kB / 0B
01:37:18,project6supersorter3400-web-1,26.17%,67.52MiB / 15.59GiB,413MB / 1.34GB,414kB / 0B
01:37:20,project6supersorter3400-web-1,23.84%,67.82MiB / 15.59GiB,414MB / 1.34GB,414kB / 0B
01:37:22,project6supersorter3400-web-1,17.19%,67.02MiB / 15.59GiB,415MB / 1.35GB,414kB / 0B
01:37:25,project6supersorter3400-web-1,31.85%,67.44MiB / 15.59GiB,416MB / 1.35GB,414kB / 0B
01:37:27,project6supersorter3400-web-1,18.47%,67.26MiB / 15.59GiB,418MB / 1.35GB,414kB / 0B
01:37:29,project6supersorter3400-web-1,25.13%,68.82MiB / 15.59GiB,419MB / 1.36GB,414kB / 0B
01:37:31,project6supersorter3400-web-1,24.91%,70.36MiB / 15.59GiB,420MB / 1.36GB,414kB / 0B
01:37:33,project6supersorter3400-web-1,24.27%,68.93MiB / 15.59GiB,421MB / 1.37GB,414kB / 0B
01:37:36,project6supersorter3400-web-1,26.37%,67.93MiB / 15.59GiB,423MB / 1.37GB,414kB / 0B
01:37:38,project6supersorter3400-web-1,30.43%,70.16MiB / 15.59GiB,425MB / 1.38GB,414kB / 0B
01:37:40,project6supersorter3400-web-1,24.87%,70.27MiB / 15.59GiB,425MB / 1.38GB,414kB / 0B
01:37:42,project6supersorter3400-web-1,26.98%,71.85MiB / 15.59GiB,427MB / 1.39GB,414kB / 0B
01:37:45,project6supersorter3400-web-1,24.80%,75.2MiB / 15.59GiB,429MB / 1.39GB,414kB / 0B
01:37:47,project6supersorter3400-web-1,26.62%,72.86MiB / 15.59GiB,430MB / 1.4GB,414kB / 0B
01:37:49,project6supersorter3400-web-1,24.60%,70.83MiB / 15.59GiB,431MB / 1.4GB,414kB / 0B
01:37:51,project6supersorter3400-web-1,13.33%,70.5MiB / 15.59GiB,432MB / 1.4GB,414kB / 0B
01:37:53,project6supersorter3400-web-1,30.05%,69.81MiB / 15.59GiB,434MB / 1.41GB,414kB / 0B
01:37:56,project6supersorter3400-web-1,19.98%,72.26MiB / 15.59GiB,435MB / 1.41GB,414kB / 0B
01:37:58,project6supersorter3400-web-1,22.93%,72.17MiB / 15.59GiB,437MB / 1.42GB,414kB / 0B
01:38:00,project6supersorter3400-web-1,23.33%,72.8MiB / 15.59GiB,437MB / 1.42GB,414kB / 0B
01:38:02,project6supersorter3400-web-1,14.61%,67.86MiB / 15.59GiB,438MB / 1.42GB,414kB / 0B
01:38:05,project6supersorter3400-web-1,27.52%,69.66MiB / 15.59GiB,440MB / 1.43GB,414kB / 0B
01:38:07,project6supersorter3400-web-1,24.61%,71.04MiB / 15.59GiB,441MB / 1.43GB,414kB / 0B
01:38:09,project6supersorter3400-web-1,14.92%,71.97MiB / 15.59GiB,442MB / 1.43GB,414kB / 0B
01:38:11,project6supersorter3400-web-1,28.89%,72.33MiB / 15.59GiB,444MB / 1.44GB,414kB / 0B
01:38:13,project6supersorter3400-web-1,35.50%,72.57MiB / 15.59GiB,445MB / 1.44GB,414kB / 0B
01:38:16,project6supersorter3400-web-1,15.18%,74.96MiB / 15.59GiB,446MB / 1.45GB,414kB / 0B
01:38:18,project6supersorter3400-web-1,23.62%,75.94MiB / 15.59GiB,448MB / 1.45GB,414kB / 0B
01:38:20,project6supersorter3400-web-1,30.99%,78.17MiB / 15.59GiB,449MB / 1.46GB,414kB / 0B
01:38:22,project6supersorter3400-web-1,19.77%,75.32MiB / 15.59GiB,451MB / 1.46GB,414kB / 0B
01:38:25,project6supersorter3400-web-1,20.16%,73.12MiB / 15.59GiB,452MB / 1.47GB,414kB / 0B
01:38:27,project6supersorter3400-web-1,15.43%,69.78MiB / 15.59GiB,453MB / 1.47GB,414kB / 0B
01:38:29,project6supersorter3400-web-1,20.71%,72.01MiB / 15.59GiB,454MB / 1.47GB,414kB / 0B
01:38:31,project6supersorter3400-web-1,30.43%,73.68MiB / 15.59GiB,456MB / 1.48GB,414kB / 0B
01:38:33,project6supersorter3400-web-1,18.71%,72.91MiB / 15.59GiB,457MB / 1.48GB,414kB / 0B
01:38:36,project6supersorter3400-web-1,24.23%,73.28MiB / 15.59GiB,458MB / 1.49GB,414kB / 0B
01:38:38,project6supersorter3400-web-1,16.88%,71.52MiB / 15.59GiB,459MB / 1.49GB,414kB / 0B
01:38:40,project6supersorter3400-web-1,19.67%,70.88MiB / 15.59GiB,460MB / 1.49GB,414kB / 0B
01:38:42,project6supersorter3400-web-1,22.73%,67.61MiB / 15.59GiB,461MB / 1.5GB,414kB / 0B
01:38:45,project6supersorter3400-web-1,29.28%,68.87MiB / 15.59GiB,462MB / 1.5GB,414kB / 0B
01:38:47,project6supersorter3400-web-1,20.82%,69.1MiB / 15.59GiB,463MB / 1.5GB,414kB / 0B
01:38:49,project6supersorter3400-web-1,20.42%,67.94MiB / 15.59GiB,463MB / 1.5GB,414kB / 0B
01:38:51,project6supersorter3400-web-1,22.95%,66.61MiB / 15.59GiB,465MB / 1.51GB,414kB / 0B
01:38:53,project6supersorter3400-web-1,19.46%,65.95MiB / 15.59GiB,466MB / 1.51GB,414kB / 0B
01:38:56,project6supersorter3400-web-1,19.96%,68.9MiB / 15.59GiB,467MB / 1.51GB,414kB / 0B
01:38:58,project6supersorter3400-web-1,19.89%,69.7MiB / 15.59GiB,468MB / 1.52GB,414kB / 0B
01:39:00,project6supersorter3400-web-1,20.49%,70.39MiB / 15.59GiB,469MB / 1.52GB,414kB / 0B
01:39:02,project6supersorter3400-web-1,31.68%,70.1MiB / 15.59GiB,471MB / 1.53GB,414kB / 0B
01:39:05,project6supersorter3400-web-1,14.23%,69.43MiB / 15.59GiB,472MB / 1.53GB,414kB / 0B
01:39:07,project6supersorter3400-web-1,20.82%,68.61MiB / 15.59GiB,473MB / 1.53GB,414kB / 0B
01:39:09,project6supersorter3400-web-1,19.90%,72.07MiB / 15.59GiB,474MB / 1.54GB,414kB / 0B
01:39:11,project6supersorter3400-web-1,32.05%,73.23MiB / 15.59GiB,475MB / 1.54GB,414kB / 0B
01:39:13,project6supersorter3400-web-1,22.14%,69.63MiB / 15.59GiB,477MB / 1.55GB,414kB / 0B
01:39:16,project6supersorter3400-web-1,27.93%,69.14MiB / 15.59GiB,478MB / 1.55GB,414kB / 0B
01:39:18,project6supersorter3400-web-1,19.52%,68.05MiB / 15.59GiB,479MB / 1.55GB,414kB / 0B
01:39:20,project6supersorter3400-web-1,34.54%,68.8MiB / 15.59GiB,480MB / 1.56GB,414kB / 0B
01:39:22,project6supersorter3400-web-1,33.83%,71.47MiB / 15.59GiB,482MB / 1.56GB,414kB / 0B
01:39:25,project6supersorter3400-web-1,14.90%,72.24MiB / 15.59GiB,483MB / 1.57GB,414kB / 0B
01:39:27,project6supersorter3400-web-1,17.54%,73.3MiB / 15.59GiB,484MB / 1.57GB,414kB / 0B
01:39:29,project6supersorter3400-web-1,26.13%,68.84MiB / 15.59GiB,485MB / 1.57GB,414kB / 0B
01:39:31,project6supersorter3400-web-1,28.11%,72.38MiB / 15.59GiB,486MB / 1.58GB,414kB / 0B
01:39:33,project6supersorter3400-web-1,14.87%,69.96MiB / 15.59GiB,488MB / 1.58GB,414kB / 0B
01:39:36,project6supersorter3400-web-1,21.20%,70.12MiB / 15.59GiB,488MB / 1.58GB,414kB / 0B
01:39:38,project6supersorter3400-web-1,20.72%,70.97MiB / 15.59GiB,489MB / 1.59GB,414kB / 0B
01:39:40,project6supersorter3400-web-1,28.71%,72.36MiB / 15.59GiB,491MB / 1.59GB,414kB / 0B
01:39:42,project6supersorter3400-web-1,22.56%,74.31MiB / 15.59GiB,492MB / 1.6GB,414kB / 0B
01:39:45,project6supersorter3400-web-1,10.61%,74.45MiB / 15.59GiB,493MB / 1.6GB,414kB / 0B
01:39:47,project6supersorter3400-web-1,7.14%,68.73MiB / 15.59GiB,493MB / 1.6GB,414kB / 0B
01:39:49,project6supersorter3400-web-1,12.19%,67.85MiB / 15.59GiB,494MB / 1.6GB,414kB / 0B
01:39:51,project6supersorter3400-web-1,15.70%,67.21MiB / 15.59GiB,495MB / 1.6GB,414kB / 0B
01:39:53,project6supersorter3400-web-1,14.60%,68.2MiB / 15.59GiB,496MB / 1.61GB,414kB / 0B
01:39:56,project6supersorter3400-web-1,17.84%,69.56MiB / 15.59GiB,497MB / 1.61GB,414kB / 0B
01:39:58,project6supersorter3400-web-1,24.06%,71.29MiB / 15.59GiB,498MB / 1.62GB,414kB / 0B
01:40:00,project6supersorter3400-web-1,31.50%,73.8MiB / 15.59GiB,499MB / 1.62GB,414kB / 0B
01:40:02,project6supersorter3400-web-1,18.50%,74.56MiB / 15.59GiB,501MB / 1.62GB,414kB / 0B
01:40:05,project6supersorter3400-web-1,26.21%,75.77MiB / 15.59GiB,502MB / 1.63GB,414kB / 0B
01:40:07,project6supersorter3400-web-1,32.34%,76.29MiB / 15.59GiB,503MB / 1.63GB,414kB / 0B
01:40:09,project6supersorter3400-web-1,36.80%,75.94MiB / 15.59GiB,505MB / 1.64GB,414kB / 0B
01:40:11,project6supersorter3400-web-1,15.02%,77.16MiB / 15.59GiB,506MB / 1.64GB,414kB / 0B
01:40:13,project6supersorter3400-web-1,34.66%,77.57MiB / 15.59GiB,507MB / 1.65GB,414kB / 0B
01:40:16,project6supersorter3400-web-1,20.05%,77.77MiB / 15.59GiB,508MB / 1.65GB,414kB / 0B
01:40:18,project6supersorter3400-web-1,18.35%,77.75MiB / 15.59GiB,509MB / 1.65GB,414kB / 0B
01:40:20,project6supersorter3400-web-1,6.03%,78.18MiB / 15.59GiB,510MB / 1.66GB,414kB / 0B
01:40:22,project6supersorter3400-web-1,15.07%,74.88MiB / 15.59GiB,511MB / 1.66GB,414kB / 0B
01:40:25,project6supersorter3400-web-1,23.55%,76.07MiB / 15.59GiB,512MB / 1.66GB,414kB / 0B
01:40:27,project6supersorter3400-web-1,29.34%,72.53MiB / 15.59GiB,514MB / 1.67GB,414kB / 0B
01:40:29,project6supersorter3400-web-1,22.34%,74.07MiB / 15.59GiB,515MB / 1.67GB,414kB / 0B
01:40:31,project6supersorter3400-web-1,29.42%,76.96MiB / 15.59GiB,517MB / 1.68GB,414kB / 0B
01:40:33,project6supersorter3400-web-1,16.25%,76.93MiB / 15.59GiB,517MB / 1.68GB,414kB / 0B
01:40:36,project6supersorter3400-web-1,6.69%,78.99MiB / 15.59GiB,519MB / 1.68GB,414kB / 0B
01:40:38,project6supersorter3400-web-1,21.96%,72.8MiB / 15.59GiB,519MB / 1.69GB,414kB / 0B
01:40:40,project6supersorter3400-web-1,14.48%,74.44MiB / 15.59GiB,520MB / 1.69GB,414kB / 0B
01:40:42,project6supersorter3400-web-1,32.12%,76.55MiB / 15.59GiB,522MB / 1.69GB,414kB / 0B
01:40:44,project6supersorter3400-web-1,15.10%,75.11MiB / 15.59GiB,523MB / 1.7GB,414kB / 0B
01:40:47,project6supersorter3400-web-1,29.98%,74.53MiB / 15.59GiB,525MB / 1.7GB,414kB / 0B
01:40:49,project6supersorter3400-web-1,28.91%,74.8MiB / 15.59GiB,526MB / 1.71GB,414kB / 0B
01:40:51,project6supersorter3400-web-1,13.60%,73.88MiB / 15.59GiB,527MB / 1.71GB,414kB / 0B
01:40:53,project6supersorter3400-web-1,15.81%,77.12MiB / 15.59GiB,528MB / 1.71GB,414kB / 0B
01:40:56,project6supersorter3400-web-1,25.65%,74.8MiB / 15.59GiB,530MB / 1.72GB,414kB / 0B
01:40:58,project6supersorter3400-web-1,24.40%,74.3MiB / 15.59GiB,531MB / 1.72GB,414kB / 0B
01:41:00,project6supersorter3400-web-1,23.18%,74.48MiB / 15.59GiB,532MB / 1.73GB,414kB / 0B
01:41:02,project6supersorter3400-web-1,30.00%,75.4MiB / 15.59GiB,534MB / 1.73GB,414kB / 0B
01:41:04,project6supersorter3400-web-1,13.88%,73.99MiB / 15.59GiB,535MB / 1.73GB,414kB / 0B
01:41:07,project6supersorter3400-web-1,15.93%,73.67MiB / 15.59GiB,536MB / 1.74GB,414kB / 0B
01:41:09,project6supersorter3400-web-1,25.52%,74.03MiB / 15.59GiB,537MB / 1.74GB,414kB / 0B
01:41:11,project6supersorter3400-web-1,16.37%,73.45MiB / 15.59GiB,538MB / 1.75GB,414kB / 0B
01:41:13,project6supersorter3400-web-1,24.73%,72.96MiB / 15.59GiB,539MB / 1.75GB,414kB / 0B
01:41:16,project6supersorter3400-web-1,28.77%,72.85MiB / 15.59GiB,541MB / 1.75GB,414kB / 0B
01:41:18,project6supersorter3400-web-1,19.08%,74.13MiB / 15.59GiB,542MB / 1.76GB,414kB / 0B
01:41:20,project6supersorter3400-web-1,14.68%,75.47MiB / 15.59GiB,543MB / 1.76GB,414kB / 0B
01:41:22,project6supersorter3400-web-1,14.02%,73.5MiB / 15.59GiB,544MB / 1.76GB,414kB / 0B
01:41:24,project6supersorter3400-web-1,19.32%,74.02MiB / 15.59GiB,545MB / 1.77GB,414kB / 0B
01:41:27,project6supersorter3400-web-1,9.79%,72.38MiB / 15.59GiB,545MB / 1.77GB,414kB / 0B
01:41:29,project6supersorter3400-web-1,15.85%,73.32MiB / 15.59GiB,546MB / 1.77GB,414kB / 0B
01:41:31,project6supersorter3400-web-1,31.09%,75.1MiB / 15.59GiB,547MB / 1.77GB,414kB / 0B
01:41:33,project6supersorter3400-web-1,30.05%,74.25MiB / 15.59GiB,548MB / 1.78GB,414kB / 0B
01:41:36,project6supersorter3400-web-1,24.73%,72.75MiB / 15.59GiB,550MB / 1.78GB,414kB / 0B
01:41:38,project6supersorter3400-web-1,21.30%,75.45MiB / 15.59GiB,551MB / 1.79GB,414kB / 0B
01:41:40,project6supersorter3400-web-1,21.10%,76.16MiB / 15.59GiB,552MB / 1.79GB,414kB / 0B
01:41:42,project6supersorter3400-web-1,20.31%,75.96MiB / 15.59GiB,553MB / 1.79GB,414kB / 0B
01:41:45,project6supersorter3400-web-1,26.44%,76.68MiB / 15.59GiB,555MB / 1.8GB,414kB / 0B
01:41:47,project6supersorter3400-web-1,26.08%,73.17MiB / 15.59GiB,556MB / 1.8GB,414kB / 0B
01:41:49,project6supersorter3400-web-1,21.52%,74.52MiB / 15.59GiB,557MB / 1.81GB,414kB / 0B
01:41:51,project6supersorter3400-web-1,15.52%,76.6MiB / 15.59GiB,559MB / 1.81GB,414kB / 0B
01:41:53,project6supersorter3400-web-1,23.16%,76.38MiB / 15.59GiB,560MB / 1.82GB,414kB / 0B
01:41:56,project6supersorter3400-web-1,29.04%,76.52MiB / 15.59GiB,561MB / 1.82GB,414kB / 0B
01:41:58,project6supersorter3400-web-1,12.37%,77.41MiB / 15.59GiB,562MB / 1.82GB,414kB / 0B
01:42:00,project6supersorter3400-web-1,32.37%,77.74MiB / 15.59GiB,563MB / 1.83GB,414kB / 0B
01:42:02,project6supersorter3400-web-1,27.54%,78.27MiB / 15.59GiB,565MB / 1.83GB,414kB / 0B
01:42:05,project6supersorter3400-web-1,22.27%,77.36MiB / 15.59GiB,566MB / 1.84GB,414kB / 0B
01:42:07,project6supersorter3400-web-1,34.14%,79.39MiB / 15.59GiB,568MB / 1.84GB,414kB / 0B
01:42:09,project6supersorter3400-web-1,30.33%,80.96MiB / 15.59GiB,569MB / 1.84GB,414kB / 0B
01:42:11,project6supersorter3400-web-1,20.44%,82.53MiB / 15.59GiB,570MB / 1.85GB,414kB / 0B
01:42:13,project6supersorter3400-web-1,15.28%,80.96MiB / 15.59GiB,571MB / 1.85GB,414kB / 0B
01:42:16,project6supersorter3400-web-1,25.24%,81.84MiB / 15.59GiB,573MB / 1.86GB,414kB / 0B
01:42:18,project6supersorter3400-web-1,25.78%,80.16MiB / 15.59GiB,574MB / 1.86GB,414kB / 0B
01:42:20,project6supersorter3400-web-1,30.29%,77.84MiB / 15.59GiB,575MB / 1.86GB,414kB / 0B
01:42:22,project6supersorter3400-web-1,17.16%,76.73MiB / 15.59GiB,576MB / 1.87GB,414kB / 0B
01:42:25,project6supersorter3400-web-1,23.15%,77.64MiB / 15.59GiB,578MB / 1.87GB,414kB / 0B
01:42:27,project6supersorter3400-web-1,11.26%,77.84MiB / 15.59GiB,579MB / 1.87GB,414kB / 0B
01:42:29,project6supersorter3400-web-1,24.88%,78.14MiB / 15.59GiB,580MB / 1.88GB,414kB / 0B
01:42:31,project6supersorter3400-web-1,33.17%,79.65MiB / 15.59GiB,582MB / 1.89GB,414kB / 0B
01:42:33,project6supersorter3400-web-1,20.42%,80.06MiB / 15.59GiB,583MB / 1.89GB,414kB / 0B
01:42:36,project6supersorter3400-web-1,29.76%,81.88MiB / 15.59GiB,585MB / 1.89GB,414kB / 0B
01:42:38,project6supersorter3400-web-1,13.56%,79.67MiB / 15.59GiB,585MB / 1.9GB,414kB / 0B
01:42:40,project6supersorter3400-web-1,13.89%,74.63MiB / 15.59GiB,586MB / 1.9GB,414kB / 0B
01:42:42,project6supersorter3400-web-1,23.04%,76.21MiB / 15.59GiB,588MB / 1.9GB,414kB / 0B
01:42:44,project6supersorter3400-web-1,25.02%,73.82MiB / 15.59GiB,589MB / 1.91GB,414kB / 0B
01:42:47,project6supersorter3400-web-1,20.21%,74.82MiB / 15.59GiB,590MB / 1.91GB,414kB / 0B
