Time,Name,CPU,Memory,NetIO,BlockIO
01:12:08,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:10,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:12,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:14,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:17,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:19,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:21,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:23,project6supersorter3400-web-1,0.06%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:26,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:28,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:30,project6supersorter3400-web-1,0.03%,3.164MiB / 15.59GiB,10.2kB / 3kB,0B / 0B
01:12:32,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.2kB / 3.06kB,0B / 0B
01:12:35,project6supersorter3400-web-1,0.04%,3.164MiB / 15.59GiB,10.2kB / 3.06kB,0B / 0B
01:12:37,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.2kB / 3.06kB,0B / 0B
01:12:39,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:12:41,project6supersorter3400-web-1,0.06%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:12:44,project6supersorter3400-web-1,0.08%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:12:46,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:12:48,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:12:50,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:12:52,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:12:55,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:12:57,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:12:59,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:13:01,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.3kB / 3.15kB,0B / 0B
01:13:04,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:06,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:08,project6supersorter3400-web-1,0.03%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:10,project6supersorter3400-web-1,0.08%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:13,project6supersorter3400-web-1,0.08%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:15,project6supersorter3400-web-1,0.03%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:17,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:19,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:22,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:24,project6supersorter3400-web-1,0.06%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:26,project6supersorter3400-web-1,0.03%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:28,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:30,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:33,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.4kB / 3.21kB,0B / 0B
01:13:35,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.4kB / 3.28kB,0B / 0B
01:13:37,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.4kB / 3.28kB,0B / 0B
01:13:39,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:13:42,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:13:44,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:13:46,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:13:48,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:13:51,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:13:53,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:13:55,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:13:57,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:14:00,project6supersorter3400-web-1,0.04%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:14:02,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.5kB / 3.37kB,0B / 0B
01:14:04,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:06,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:08,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:11,project6supersorter3400-web-1,0.06%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:13,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:15,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:17,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:20,project6supersorter3400-web-1,0.07%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:22,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:24,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:26,project6supersorter3400-web-1,0.06%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:29,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:31,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:33,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.6kB / 3.43kB,0B / 0B
01:14:35,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.6kB / 3.5kB,0B / 0B
01:14:38,project6supersorter3400-web-1,0.06%,3.164MiB / 15.59GiB,10.6kB / 3.5kB,0B / 0B
01:14:40,project6supersorter3400-web-1,0.03%,3.164MiB / 15.59GiB,10.6kB / 3.5kB,0B / 0B
01:14:42,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:14:44,project6supersorter3400-web-1,0.06%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:14:47,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:14:49,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:14:51,project6supersorter3400-web-1,0.03%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:14:53,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:14:55,project6supersorter3400-web-1,0.04%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:14:58,project6supersorter3400-web-1,0.05%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:15:00,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:15:02,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:15:04,project6supersorter3400-web-1,0.03%,3.164MiB / 15.59GiB,10.7kB / 3.58kB,0B / 0B
01:15:07,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.8kB / 3.65kB,0B / 0B
01:15:09,project6supersorter3400-web-1,0.02%,3.164MiB / 15.59GiB,10.8kB / 3.65kB,0B / 0B
01:15:11,project6supersorter3400-web-1,0.01%,3.164MiB / 15.59GiB,10.8kB / 3.65kB,0B / 0B
01:15:13,project6supersorter3400-web-1,3.32%,9.996MiB / 15.59GiB,126kB / 313kB,258kB / 0B
01:15:16,project6supersorter3400-web-1,3.99%,16.1MiB / 15.59GiB,224kB / 620kB,266kB / 0B
01:15:18,project6supersorter3400-web-1,1.37%,15.5MiB / 15.59GiB,227kB / 627kB,397kB / 0B
01:15:20,project6supersorter3400-web-1,0.23%,28.57MiB / 15.59GiB,438kB / 1.23MB,397kB / 0B
01:15:22,project6supersorter3400-web-1,0.28%,28.09MiB / 15.59GiB,442kB / 1.23MB,397kB / 0B
01:15:25,project6supersorter3400-web-1,0.50%,28.05MiB / 15.59GiB,448kB / 1.24MB,397kB / 0B
01:15:27,project6supersorter3400-web-1,3.52%,28.91MiB / 15.59GiB,658kB / 1.84MB,397kB / 0B
01:15:29,project6supersorter3400-web-1,3.41%,29.18MiB / 15.59GiB,744kB / 2.14MB,397kB / 0B
01:15:31,project6supersorter3400-web-1,0.48%,28.95MiB / 15.59GiB,748kB / 2.14MB,397kB / 0B
01:15:33,project6supersorter3400-web-1,3.75%,30.19MiB / 15.59GiB,837kB / 2.45MB,397kB / 0B
01:15:36,project6supersorter3400-web-1,0.31%,29.34MiB / 15.59GiB,930kB / 2.75MB,397kB / 0B
01:15:38,project6supersorter3400-web-1,0.25%,30.55MiB / 15.59GiB,1.11MB / 3.35MB,397kB / 0B
01:15:40,project6supersorter3400-web-1,0.51%,31.04MiB / 15.59GiB,1.11MB / 3.35MB,397kB / 0B
01:15:42,project6supersorter3400-web-1,4.00%,36.9MiB / 15.59GiB,1.22MB / 3.66MB,397kB / 0B
01:15:45,project6supersorter3400-web-1,3.15%,37MiB / 15.59GiB,1.41MB / 4.26MB,397kB / 0B
01:15:47,project6supersorter3400-web-1,0.18%,36.76MiB / 15.59GiB,1.5MB / 4.57MB,397kB / 0B
01:15:49,project6supersorter3400-web-1,3.62%,36.57MiB / 15.59GiB,1.67MB / 5.17MB,397kB / 0B
01:15:51,project6supersorter3400-web-1,0.18%,36.86MiB / 15.59GiB,1.86MB / 5.77MB,397kB / 0B
01:15:54,project6supersorter3400-web-1,0.39%,37.4MiB / 15.59GiB,1.95MB / 6.07MB,397kB / 0B
01:15:56,project6supersorter3400-web-1,0.59%,36.71MiB / 15.59GiB,1.96MB / 6.08MB,397kB / 0B
01:15:58,project6supersorter3400-web-1,0.09%,37.18MiB / 15.59GiB,2.05MB / 6.38MB,397kB / 0B
01:16:00,project6supersorter3400-web-1,3.70%,37.44MiB / 15.59GiB,2.24MB / 6.98MB,397kB / 0B
01:16:02,project6supersorter3400-web-1,3.30%,37.92MiB / 15.59GiB,2.53MB / 7.88MB,397kB / 0B
01:16:05,project6supersorter3400-web-1,0.28%,37.76MiB / 15.59GiB,2.53MB / 7.89MB,397kB / 0B
01:16:07,project6supersorter3400-web-1,0.19%,36.08MiB / 15.59GiB,2.71MB / 8.49MB,397kB / 0B
01:16:09,project6supersorter3400-web-1,3.84%,37.44MiB / 15.59GiB,3.05MB / 9.68MB,397kB / 0B
01:16:11,project6supersorter3400-web-1,0.23%,37.53MiB / 15.59GiB,3.05MB / 9.68MB,397kB / 0B
01:16:14,project6supersorter3400-web-1,3.30%,36.9MiB / 15.59GiB,3.23MB / 10.3MB,397kB / 0B
01:16:16,project6supersorter3400-web-1,3.34%,37.46MiB / 15.59GiB,3.32MB / 10.6MB,397kB / 0B
01:16:18,project6supersorter3400-web-1,0.35%,36.52MiB / 15.59GiB,3.32MB / 10.6MB,397kB / 0B
01:16:20,project6supersorter3400-web-1,3.20%,36.44MiB / 15.59GiB,3.41MB / 10.9MB,397kB / 0B
01:16:23,project6supersorter3400-web-1,0.67%,36.36MiB / 15.59GiB,3.51MB / 11.2MB,397kB / 0B
01:16:25,project6supersorter3400-web-1,0.25%,36.35MiB / 15.59GiB,3.51MB / 11.2MB,397kB / 0B
01:16:27,project6supersorter3400-web-1,5.64%,36.78MiB / 15.59GiB,3.69MB / 11.8MB,397kB / 0B
01:16:29,project6supersorter3400-web-1,4.94%,36.53MiB / 15.59GiB,3.69MB / 11.8MB,397kB / 0B
01:16:32,project6supersorter3400-web-1,6.16%,37.28MiB / 15.59GiB,3.86MB / 12.4MB,397kB / 0B
01:16:34,project6supersorter3400-web-1,0.91%,36.89MiB / 15.59GiB,3.95MB / 12.7MB,397kB / 0B
01:16:36,project6supersorter3400-web-1,0.21%,36.79MiB / 15.59GiB,3.96MB / 12.7MB,397kB / 0B
01:16:38,project6supersorter3400-web-1,3.29%,36.53MiB / 15.59GiB,4.05MB / 13MB,397kB / 0B
01:16:40,project6supersorter3400-web-1,0.24%,36.34MiB / 15.59GiB,4.05MB / 13MB,397kB / 0B
01:16:43,project6supersorter3400-web-1,0.57%,36.35MiB / 15.59GiB,4.06MB / 13MB,397kB / 0B
01:16:45,project6supersorter3400-web-1,0.13%,37MiB / 15.59GiB,4.14MB / 13.3MB,397kB / 0B
01:16:47,project6supersorter3400-web-1,0.08%,36.99MiB / 15.59GiB,4.14MB / 13.3MB,397kB / 0B
01:16:49,project6supersorter3400-web-1,6.57%,37.79MiB / 15.59GiB,4.32MB / 13.9MB,397kB / 0B
01:16:52,project6supersorter3400-web-1,0.27%,37.52MiB / 15.59GiB,4.32MB / 14MB,397kB / 0B
01:16:54,project6supersorter3400-web-1,0.44%,37.69MiB / 15.59GiB,4.41MB / 14.3MB,397kB / 0B
01:16:56,project6supersorter3400-web-1,0.42%,36.93MiB / 15.59GiB,4.5MB / 14.6MB,397kB / 0B
01:16:58,project6supersorter3400-web-1,1.88%,37.17MiB / 15.59GiB,4.5MB / 14.6MB,397kB / 0B
01:17:01,project6supersorter3400-web-1,3.13%,37.42MiB / 15.59GiB,4.6MB / 14.9MB,414kB / 0B
01:17:03,project6supersorter3400-web-1,4.49%,37.96MiB / 15.59GiB,4.77MB / 15.5MB,414kB / 0B
01:17:05,project6supersorter3400-web-1,3.29%,37.45MiB / 15.59GiB,4.96MB / 16.1MB,414kB / 0B
01:17:07,project6supersorter3400-web-1,1.06%,36.6MiB / 15.59GiB,5.05MB / 16.4MB,414kB / 0B
01:17:09,project6supersorter3400-web-1,0.29%,36.79MiB / 15.59GiB,5.06MB / 16.4MB,414kB / 0B
01:17:12,project6supersorter3400-web-1,0.31%,36.31MiB / 15.59GiB,5.06MB / 16.4MB,414kB / 0B
01:17:14,project6supersorter3400-web-1,3.66%,36.88MiB / 15.59GiB,5.26MB / 17MB,414kB / 0B
01:17:16,project6supersorter3400-web-1,1.11%,36.82MiB / 15.59GiB,5.27MB / 17MB,414kB / 0B
01:17:18,project6supersorter3400-web-1,0.83%,36.39MiB / 15.59GiB,5.46MB / 17.6MB,414kB / 0B
01:17:21,project6supersorter3400-web-1,3.63%,37.53MiB / 15.59GiB,5.64MB / 18.2MB,414kB / 0B
01:17:23,project6supersorter3400-web-1,0.95%,37.48MiB / 15.59GiB,5.64MB / 18.3MB,414kB / 0B
01:17:25,project6supersorter3400-web-1,7.04%,39.14MiB / 15.59GiB,6.05MB / 19.5MB,414kB / 0B
01:17:27,project6supersorter3400-web-1,6.58%,39.13MiB / 15.59GiB,6.31MB / 20.4MB,414kB / 0B
01:17:30,project6supersorter3400-web-1,13.45%,39.8MiB / 15.59GiB,6.89MB / 22.2MB,414kB / 0B
01:17:32,project6supersorter3400-web-1,3.52%,39.62MiB / 15.59GiB,7.11MB / 22.8MB,414kB / 0B
01:17:34,project6supersorter3400-web-1,7.52%,39.21MiB / 15.59GiB,7.4MB / 23.7MB,414kB / 0B
01:17:36,project6supersorter3400-web-1,5.27%,39.67MiB / 15.59GiB,7.5MB / 24MB,414kB / 0B
01:17:38,project6supersorter3400-web-1,5.85%,39.1MiB / 15.59GiB,7.59MB / 24.3MB,414kB / 0B
01:17:41,project6supersorter3400-web-1,0.42%,39.3MiB / 15.59GiB,7.97MB / 25.5MB,414kB / 0B
01:17:43,project6supersorter3400-web-1,3.72%,39.35MiB / 15.59GiB,8.41MB / 26.7MB,414kB / 0B
01:17:45,project6supersorter3400-web-1,3.47%,40.12MiB / 15.59GiB,8.59MB / 27.3MB,414kB / 0B
01:17:47,project6supersorter3400-web-1,0.32%,38.25MiB / 15.59GiB,8.78MB / 28MB,414kB / 0B
01:17:50,project6supersorter3400-web-1,0.23%,39.42MiB / 15.59GiB,9.06MB / 28.9MB,414kB / 0B
01:17:52,project6supersorter3400-web-1,5.81%,39.68MiB / 15.59GiB,9.54MB / 30.4MB,414kB / 0B
01:17:54,project6supersorter3400-web-1,0.54%,39.71MiB / 15.59GiB,9.63MB / 30.7MB,414kB / 0B
01:17:56,project6supersorter3400-web-1,3.75%,39.2MiB / 15.59GiB,9.9MB / 31.6MB,414kB / 0B
01:17:58,project6supersorter3400-web-1,3.86%,39.29MiB / 15.59GiB,10.1MB / 32.2MB,414kB / 0B
01:18:01,project6supersorter3400-web-1,7.17%,38.7MiB / 15.59GiB,10.4MB / 33.1MB,414kB / 0B
01:18:03,project6supersorter3400-web-1,7.26%,40.27MiB / 15.59GiB,10.7MB / 34.3MB,414kB / 0B
01:18:05,project6supersorter3400-web-1,6.89%,40.32MiB / 15.59GiB,11MB / 35.2MB,414kB / 0B
01:18:07,project6supersorter3400-web-1,3.32%,39.53MiB / 15.59GiB,11.5MB / 36.7MB,414kB / 0B
01:18:10,project6supersorter3400-web-1,2.11%,40.36MiB / 15.59GiB,11.7MB / 37.4MB,414kB / 0B
01:18:12,project6supersorter3400-web-1,2.81%,39.02MiB / 15.59GiB,12MB / 38.6MB,414kB / 0B
